ID,英文名,中文名,类型,尺寸,初始等级,可用等级,英雄,标签,效果类型(HiddenTags),冷却(s),冷却(各级),伤害,伤害(各级),治疗,治疗(各级),护盾,护盾(各级),弹药,弹药(各级),暴击,暴击(各级),多重,多重(各级),灼烧,灼烧(各级),剧毒,剧毒(各级),再生,再生(各级),吸血,吸血(各级),购买价格,购买价格(各级),出售价格,出售价格(各级),技能(主动+被动),任务(目标|奖励),Golden(黄金),Heavy(沉重),Icy(寒冰),Turbo(疾速),Shielded(护盾),Restorative(回复),Toxic(毒素),Fiery(炽焰),Shiny(闪亮),Deadly(致命),Radiant(辉耀),Obsidian(黑曜石)
3d212e22-12eb-427e-ab96-e7baf1229a7b,Lighter,打火机,Item / 物品,Small / 小型,Bronze / 青铜,Bronze/Silver/Gold/Diamond,Vanessa / 瓦内莎,Tool / 工具,Burn / 灼烧,3.0,3,0,,0,,0,,0,,0,,1,1,3,3/5/7/9,0,,0,,0,,0,0,0,0,[主动] 造成3/5/7/9灼烧,null,此物品的价值翻倍,减速一件物品1秒,冻结一件物品0.5秒,加速一件物品1秒,获得护盾，等量于此物品灼烧的5倍,获得治疗，等量于此物品灼烧的5倍,造成剧毒，等量于此物品灼烧,此物品的灼烧翻倍,此物品+1多重释放,此物品+50%暴击率,此物品免疫冻结、减速和摧毁,造成伤害，等量于此物品灼烧的5倍
3d766165-a7f8-4286-8d37-976d5e101522,Junkyard Catapult,废品场弹射机,Item / 物品,Large / 大型,Bronze / 青铜,Bronze/Silver/Gold/Diamond,Common / 通用,Weapon / 武器,Damage / 伤害 | Burn / 灼烧 | Poison / 剧毒,6.0,6,25,25/50/100/200,0,,0,,3,3,0,,1,1,5,5/10/15/20,5,5/10/15/20,0,,0,,0,0,0,0,"[主动] 造成25/50/100/200伤害
[主动] 造成5/10/15/20灼烧
[主动] 造成5/10/15/20剧毒
[主动] 弹药: 3",null,此物品的价值翻倍,减速3件物品2秒,冻结2件物品1秒,加速3件物品2秒,获得护盾，等量于此物品伤害量,获得治疗，等量于此物品伤害,此物品的剧毒翻倍,此物品的灼烧翻倍,此物品+1多重释放,此物品+50%暴击率,此物品免疫冻结、减速和摧毁,此物品的伤害翻倍
3d7961f0-62fa-4b20-94a0-9034ccda129c,Silver Stake,银制尖桩,Item / 物品,Small / 小型,Bronze / 青铜,Bronze/Silver/Gold/Diamond,Karnok,Weapon / 武器 | Relic / 遗物,Damage / 伤害,4.0,4,10,10,0,,0,,0,,0,,1,1,0,,0,,0,,0,,0,0,0,0,"[主动] 造成10伤害
[被动] 此物品对怪物造成的伤害变为三倍
[被动] 当你使用此物品击败怪物时，此物品永久+10/20/30/40",null,此物品的价值翻倍,减速一件物品2秒,冻结一件物品0.5秒,加速一件物品2秒,获得护盾，等量于此物品伤害量,获得治疗，等量于此物品伤害,造成剧毒，等量于此物品伤害的10%,造成灼烧，等量于此物品伤害的10%,此物品+1多重释放,此物品+50%暴击率,此物品免疫冻结、减速和摧毁,此物品的伤害翻倍
3de8a2de-9ae9-4e68-ac2a-0987a7fa8717,Race Carl,竞速卡尔,Item / 物品,Medium / 中型,Silver / 白银,Silver/Gold/Diamond,Dooley / 杜利,Friend / 伙伴 | Weapon / 武器 | Vehicle / 载具,Damage / 伤害 | HasteRef / 加速引用,9.0,9/8/7,100,100,0,,0,,0,,0,,1,1,0,,0,,0,,0,,0,0,0,0,"[主动] 造成100伤害
[被动] 触发加速时，充能此物品2秒",null,此物品的价值翻倍,减速一件物品1秒,冻结一件物品0.5秒,加速一件物品1秒,获得护盾，等量于此物品伤害量,获得治疗，等量于此物品伤害,造成剧毒，等量于此物品伤害的10%,造成灼烧，等量于此物品伤害的10%,此物品+1多重释放,此物品+50%暴击率,此物品免疫冻结、减速和摧毁,此物品的伤害翻倍
3e3bda1d-81ba-4719-8772-417d8b834e99,Calcinator,煅烧釜,Item / 物品,Medium / 中型,Bronze / 青铜,Bronze/Silver/Gold/Diamond,Mak / 马克,Tool / 工具,Burn / 灼烧 | EconomyRef / 经济引用,7.0,7,0,,0,,0,,0,,0,,1,1,6,6,0,,0,,0,,0,0,0,0,"[主动] 造成6灼烧
[被动] 本次冒险中每转化过一种原料，此物品+3/4/5/6
[被动] 每天开始时，花费2金币获得一块铅块",null,此物品的价值翻倍,减速2件物品2秒,冻结一件物品1秒,加速2件物品2秒,获得护盾，等量于此物品灼烧的5倍,获得治疗，等量于此物品灼烧的5倍,造成剧毒，等量于此物品灼烧,此物品的灼烧翻倍,此物品+1多重释放,此物品+50%暴击率,此物品免疫冻结、减速和摧毁,造成伤害，等量于此物品灼烧的5倍
3e563d2a-87e7-4e9a-bfa2-3268b27b7447,Gunpowder,火药,Item / 物品,Small / 小型,Silver / 白银,Silver/Gold/Diamond,Common / 通用,Loot / 战利品,AmmoRef / 弹药引用,0.0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,0,0,[被动] 出售此物品时，己方最左侧的弹药物品永久获得1/2/4最大弹药量,null,此物品的价值翻倍,出售此物品时，己方最左侧的减速物品获得200减速持续时间,出售此物品时，己方最左侧的冻结物品获得100冻结持续时间,出售此物品时，己方最左侧的加速物品获得200加速持续时间,出售此物品时，最左侧的护盾物品+10,出售此物品时，最左侧的治疗物品+10,出售此物品时，己方最左侧的剧毒物品获得1,出售此物品时，己方最左侧的灼烧物品获得1,此物品弹药获取值翻倍,出售此物品时，己方最左侧的物品获得2%暴击率,,出售此物品时，己方最左侧的武器获得10
3e97f309-24f2-4850-ab35-6eb6c1fe832f,Harkuvian Launcher,哈库维发射器,Item / 物品,Large / 大型,Bronze / 青铜,Bronze/Silver/Gold/Diamond,Common / 通用,Weapon / 武器,Damage / 伤害 | Ammo / 弹药,3.0,3,100,100/200/400/800,0,,0,,1,1,0,,1,1,0,,0,,0,,0,,0,0,0,0,"[主动] 造成100/200/400/800伤害
[主动] 弹药: 1",null,此物品的价值翻倍,减速3件物品1秒,冻结2件物品1秒,加速3件物品1秒,获得护盾，等量于此物品伤害量,获得治疗，等量于此物品伤害,造成剧毒，等量于此物品伤害的10%,造成灼烧，等量于此物品伤害的10%,此物品+1多重释放,此物品+50%暴击率,此物品免疫冻结、减速和摧毁,此物品的伤害翻倍
3efd3236-c768-4995-a47d-dbd8dea00d13,Goop Flail,黏液链枷,Item / 物品,Large / 大型,Silver / 白银,Silver/Gold/Diamond,Mak / 马克,Weapon / 武器,Damage / 伤害 | Poison / 剧毒,11.0,11/10/9,1,1,0,,0,,0,,0,,3,3,0,,0,0,0,,0,,0,0,0,0,"[主动] 造成1伤害
[主动] 造成剧毒，等量于此物品伤害",null,此物品的价值翻倍,减速2件物品1秒,冻结一件物品1秒,加速2件物品1秒,获得护盾，等量于此物品伤害量,获得治疗，等量于此物品伤害,此物品的剧毒翻倍,造成灼烧，等量于此物品的剧毒,此物品的伤害翻倍,此物品+50%暴击率,此物品免疫冻结、减速和摧毁,此物品的伤害翻倍
3f48a184-3c29-4049-88c4-d28edd391bda,Orange Piggles L,橙色小圆猪 L,Item / 物品,Small / 小型,Bronze / 青铜,Bronze/Silver/Gold/Diamond,Pygmalien / 皮格马利翁,Toy / 玩具,BurnRef / 灼烧引用,4.0,4,0,,0,,0,,0,,0,,1,1,0,,0,,0,,0,,0,0,0,0,[主动] 此物品左侧相邻的灼烧物品获得1/2/3/4。,null,,减速一件物品2秒,冻结一件物品0.5秒,加速左侧相邻的物品2秒,获得30护盾,治疗30生命值,造成3剧毒,此物品的灼烧加成翻倍,此物品+1多重释放,此物品左侧相邻的灼烧物品+50%暴击率。,此物品免疫冻结、减速和摧毁,造成30伤害
3f4a5b6c-7d8e-9f0a-1b2c-3d4e5f6a7b8c,Excavation Tools,采掘工具,Item / 物品,Small / 小型,Silver / 白银,Silver/Gold/Diamond,Mak / 马克,Tool / 工具,Charge / 充能,4.0,4,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,0,0,"[主动] 为一件相邻遗物充能1/2/3秒
[被动] 当你购买此物品时，获得一件催化剂",null,此物品的价值翻倍,减速一件物品2秒,冻结一件物品0.5秒,加速一件物品2秒,获得40护盾,治疗40生命值,造成4剧毒,造成4灼烧,此物品+1多重释放,相邻遗物+30%暴击率,此物品免疫冻结、减速和摧毁,造成40伤害
3f867017-c026-412d-99f7-67ca26092e7a,Marlon,马龙鱼,Item / 物品,Medium / 中型,Bronze / 青铜,Bronze/Silver/Gold/Diamond,Vanessa / 瓦内莎,Aquatic / 水系 | Friend / 伙伴 | Weapon / 武器,Crit / 暴击 | Flying / 飞行 | FlyingRef / 飞行引用 | Damage / 伤害,3.0,3,15,15,0,,0,,0,,0,,1,1,0,,0,,0,,0,,0,0,0,0,"[主动] 一件物品开始飞行
[主动] 造成15伤害
[被动] 当你使用飞行物品时，此物品获得20/30/40/50%暴击率",null,此物品的价值翻倍,减速一件物品1秒,冻结一件物品0.5秒,加速一件物品1秒,获得护盾，等量于此物品伤害量,获得治疗，等量于此物品伤害,造成剧毒，等量于此物品伤害的10%,造成灼烧，等量于此物品伤害的10%,此物品+1多重释放,此物品的暴击伤害翻倍,此物品免疫冻结、减速和摧毁,此物品的伤害翻倍
4042adcf-9d2c-4d5a-bd36-4259b8e3b928,Maitoan Altar,玛伊托恩祭坛,Item / 物品,Small / 小型,Legendary / 传奇,Diamond/Legendary,Common / 通用,Relic / 遗物,Poison / 剧毒,8.0,8,0,,0,,0,,0,,0,,1,1,0,,0,0,0,,0,,0,0,0,0,"[主动] 每拥有一件剧毒物品，就造成5剧毒
[被动] 己方每拥有一件其他遗物，此物品冷却时间缩短1000秒
[被动] 出售此物品时，为己方最左侧的物品赋予剧毒附魔",null,此物品的价值翻倍,减速一件物品2秒,冻结一件物品1秒,加速一件物品2秒,获得护盾，等量于此物品剧毒的5倍,获得治疗，等量于此物品剧毒的5倍,此物品的剧毒翻倍,造成灼烧，等量于此物品的剧毒,此物品+1多重释放,此物品+50%暴击率,此物品免疫冻结、减速和摧毁,造成伤害，等量于此物品剧毒的5倍
405245d8-b81d-4015-8ed9-70e80f5eb980,Antimatter Chamber,反物质舱,Item / 物品,Large / 大型,Gold / 黄金,Gold/Diamond,Dooley / 杜利,Tech / 科技,TechReference,30.0,30/24,0,,0,,0,,0,,0,,1,1,0,,0,,0,,0,,0,0,0,0,"[主动] 摧毁此物品
[被动] 此物品被摧毁时，摧毁件敌方物品
[被动] 当你使用其他科技物品时，充能此物品2秒",null,此物品的价值翻倍,此物品被摧毁时，减速6件物品4秒,此物品被摧毁时，冻结3件物品4秒,此物品被摧毁时，加速6件物品4秒,此物品被摧毁时，获得1000护盾,此物品被摧毁时，获得1000治疗,此物品被摧毁时，造成100剧毒,此物品被摧毁时，造成100灼烧,此物品的冷却时间减半,此物品被摧毁时，己方物品+100%暴击率,此物品免疫冻结和减速,此物品被摧毁时，造成1000伤害
40814ac2-ee63-4482-8f3b-d2242750fbd8,Coral Armor,珊瑚护甲,Item / 物品,Medium / 中型,Bronze / 青铜,Bronze/Silver/Gold/Diamond,Vanessa / 瓦内莎,Aquatic / 水系 | Apparel / 服饰 | Relic / 遗物,Shield / 护盾,6.0,6,0,,0,,50,50,0,,0,,1,1,0,,0,,0,,0,,0,0,0,0,"[主动] 获得50护盾
[被动] 购买另一件水系物品时，此物品永久获得10/20/30/40",null,此物品的价值翻倍,减速2件物品2秒,冻结一件物品1秒,加速2件物品2秒,此物品的护盾翻倍,获得治疗，等量于此物品护盾值,造成剧毒，等量于此物品护盾值的10%,造成灼烧，等量于此物品护盾值的10%,此物品+1多重释放,此物品+50%暴击率,此物品免疫冻结、减速和摧毁,造成伤害，等量于此物品护盾
40c54925-3b1b-475d-9d68-6b668fd023fe,Temporary Shelter,临时避难所,Item / 物品,Large / 大型,Bronze / 青铜,Bronze/Silver/Gold/Diamond,Common / 通用,Property / 地产,Shield / 护盾,7.0,7,0,,0,,10,10/20/40/80,0,,0,,1,1,0,,0,,0,,0,,0,0,0,0,"[主动] 获得10/20/40/80护盾
[被动] 出售小型物品时，此物品永久获得5/10/15/20",null,,减速3件物品2秒,冻结2件物品1秒,加速3件物品2秒,此物品的护盾翻倍,获得治疗，等量于此物品护盾值,造成剧毒，等量于此物品护盾值的10%,造成灼烧，等量于此物品护盾值的10%,此物品+1多重释放,此物品+50%暴击率,此物品免疫冻结、减速和摧毁,造成伤害，等量于此物品护盾
40d8b44a-8e2f-4081-8163-043d76ddbafa,Spacescraper,摩空大楼,Item / 物品,Large / 大型,Gold / 黄金,Gold/Diamond,Pygmalien / 皮格马利翁,Property / 地产,Shield / 护盾 | EconomyRef / 经济引用 | Value / 价值,6.0,6/5,0,,0,,0,0,0,,0,,1,1,0,,0,,0,,0,,0,0,0,0,"[主动] 获得护盾，等量于己方物品价值的2/3倍
[被动] 战斗期间，此物品价值变为三倍",null,,减速3件物品2秒,冻结2件物品1秒,加速3件物品2秒,此物品的护盾翻倍,获得治疗，等量于此物品护盾值,造成剧毒，等量于此物品护盾值的10%,造成灼烧，等量于此物品护盾值的10%,此物品+1多重释放,此物品+50%暴击率,此物品免疫冻结、减速和摧毁,造成伤害，等量于此物品护盾
41581a59-fd9b-42c6-a97e-9b5587b9cbdf,Ethergy Conduit,以太能量导体,Item / 物品,Large / 大型,Gold / 黄金,Gold/Diamond,Common / 通用,Relic / 遗物,Crit / 暴击 | Charge / 充能 | PoisonRef / 剧毒引用,0.0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,0,0,"[被动] 触发剧毒时或使用遗物时，己方物品+2/4%暴击率
[被动] 此物品暴击时，充能己方遗物1秒",null,此物品的价值翻倍,此物品暴击时，减速2件物品1秒,此物品暴击时，冻结2件物品0.5秒,此物品暴击时，加速2件物品1秒,此物品暴击时，获得60护盾,此物品暴击时，获得60治疗,此物品暴击时，造成6剧毒,此物品暴击时，造成6灼烧,此物品的暴击率加成翻倍,此物品的暴击率加成翻倍,己方物品受冻结和减速影响的时间减半,此物品暴击时，造成60伤害
41bc6bab-d7a6-42e4-9815-546de8640d4e,Dooltron,多尔王,Item / 物品,Large / 大型,Gold / 黄金,Gold/Diamond,Dooley / 杜利,Friend / 伙伴 | Weapon / 武器 | Vehicle / 载具,PoisonRef / 剧毒引用 | FreezeRef / 冻结引用 | BurnRef / 灼烧引用 | HasteRef / 加速引用 | SlowRef / 减速引用 | Damage / 伤害 | Shield / 护盾,30.0,30/24,1000,1000/2000,0,,25,25/50,0,,0,,1,1,0,,0,,0,,0,,0,0,0,0,"[主动] 造成1000/2000伤害
[被动] 触发加速、减速、剧毒、冻结或灼烧时，充能此物品2秒
[被动] 使用伙伴时，获得25/50护盾",null,此物品的价值翻倍,减速3件物品3秒,冻结3件物品1秒,加速3件物品3秒,此物品的护盾翻倍,获得治疗，等量于此物品伤害,造成剧毒，等量于此物品伤害的10%,造成灼烧，等量于此物品伤害的10%,此物品+1多重释放,此物品+50%暴击率,此物品免疫冻结、减速和摧毁,此物品的伤害翻倍
41dea658-7e38-471a-aa20-e018734526f0,Salamander Pup,火蜥幼兽,Item / 物品,Medium / 中型,Bronze / 青铜,Bronze/Silver/Gold/Diamond,Common / 通用,Friend / 伙伴,Burn / 灼烧 | BurnRef / 灼烧引用,8.0,8,0,,0,,0,,0,,0,,1,1,4,4/6/8/10,0,,0,,0,,0,0,0,0,"[主动] 造成4/6/8/10灼烧
[被动] 出售此物品时，己方最左侧的灼烧物品永久获得2/4/8/16",null,,减速2件物品3秒,冻结2件物品1秒,加速2件物品3秒,获得护盾，等量于此物品灼烧的5倍,获得治疗，等量于此物品灼烧的5倍,造成剧毒，等量于此物品灼烧,此物品的灼烧翻倍,此物品+1多重释放,此物品+50%暴击率,此物品免疫冻结、减速和摧毁,造成伤害，等量于此物品灼烧的5倍
4252c53d-8c2f-4dbb-974f-b45926911eac,Vitality Potion,活力药水,Item / 物品,Small / 小型,Gold / 黄金,Gold/Diamond,Mak / 马克,Potion / 药水,Heal / 治疗 | Ammo / 弹药 | Health / 生命值,11.0,11,0,,0,0,0,,1,1,0,,1,1,0,,0,,0,,0,,0,0,0,0,"[主动] 获得治疗，等量于最大生命值的50/100%
[主动] 弹药: 1",null,此物品的价值翻倍,减速一件物品5秒,冻结一件物品1秒,加速一件物品5秒,获得护盾，等量于你最大生命值的20%,此物品+1弹药,造成剧毒，等量于你最大生命值的5%,造成灼烧，等量于你最大生命值的5%,此物品+1弹药,己方物品+10%暴击率,此物品免疫冻结、减速和摧毁,造成伤害，等量于你最大生命值的20%
428de0f0-bf0d-4da6-9abe-dde8f2174aa9,Stopwatch,秒表,Item / 物品,Small / 小型,Gold / 黄金,Gold/Diamond,Pygmalien / 皮格马利翁,Tool / 工具 | Apparel / 服饰,Freeze / 冻结,11.0,11/10,0,,0,,0,,0,,0,,1,1,0,,0,,0,,0,,0,0,0,0,[主动] 冻结双方玩家的物品1秒,null,此物品的价值翻倍,减速双方玩家的物品3秒,此物品的冻结持续时间翻倍,加速双方玩家的物品3秒,获得50护盾,治疗50生命值,造成5剧毒,造成5灼烧,此物品+1多重释放,敌方物品-30%暴击率,此物品免疫冻结、减速和摧毁,造成50伤害
42f78ed2-0141-47f3-9bcd-71b433b1273b,Ambergris,龙涎香,Item / 物品,Small / 小型,Bronze / 青铜,Bronze/Silver/Gold/Diamond,Vanessa / 瓦内莎,Aquatic / 水系 | Relic / 遗物,EconomyRef / 经济引用 | Value / 价值 | Heal / 治疗,4.0,4,0,,0,0,0,,0,,0,,1,1,0,,0,,0,,0,,0,0,0,0,"[主动] 获得治疗，等量于此物品价值的1/2/3/4倍
[被动] 购买另一件水系物品时，此物品永久获得1/2/3/4价值",null,此物品价值翻倍,减速一件物品2秒,冻结一件物品0.5秒,加速一件物品2秒,获得护盾，等量于此物品治疗量,此物品的治疗翻倍,造成剧毒，等量于此物品治疗量的10%,造成灼烧，等量于此物品治疗量的10%,此物品+1多重释放,此物品+50%暴击率,此物品免疫冻结、减速和摧毁,造成伤害，等量于此物品治疗量
430b8dce-0d95-4942-8a1a-e8da2098eab7,Spiked Collar,尖刺项圈,Item / 物品,Small / 小型,Gold / 黄金,Gold/Diamond,Karnok,Weapon / 武器 | Apparel / 服饰,Damage / 伤害,0.0,,15,15/20,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,0,0,[被动] 使用伙伴时，造成15/20伤害,null,此物品的价值翻倍,当你使用一件伙伴时，减速一件物品1秒,当你使用一件伙伴时，冻结一件物品0.5秒,使用伙伴时，加速一件物品1秒,使用伙伴时，获得护盾，等量于此物品的伤害,使用伙伴时，获得治疗，等量于此物品的伤害,使用伙伴时，造成剧毒，等量于此物品伤害的10%,使用伙伴时，造成灼烧，等量于此物品伤害的10%,此物品的伤害翻倍,己方伙伴+30%暴击率,相邻物品受冻结和减速影响的时间减半,此物品的伤害翻倍
430ed105-2d64-4f3b-afd1-73ed0db39217,Rowboat,划艇,Item / 物品,Medium / 中型,Gold / 黄金,Gold/Diamond,Vanessa / 瓦内莎,Aquatic / 水系 | Vehicle / 载具,Charge / 充能 | Cooldown / 冷却,5.0,5/3,0,,0,,0,,0,,0,,1,1,0,,0,,0,,0,,0,0,0,0,[主动] 为相邻物品充能2秒,null,此物品的价值翻倍,减速一件物品1秒,冻结一件物品0.5秒,加速一件物品1秒,每拥有一个独特类型，就获得10护盾,每拥有一个独特类型，就治疗10生命值,每拥有一个独特类型，就造成1剧毒,每拥有一个独特类型，就造成1灼烧,此物品+1多重释放,你每拥有一种独特类型，己方物品就+5%暴击率[{aura.e1}],此物品免疫冻结、减速和摧毁,你每拥有一种独特的类型，造成10伤害
43190b98-4f7f-4b2e-b92e-32b07b7fc2e1,Fixer Upper,毛坯房,Item / 物品,Large / 大型,Bronze / 青铜,Bronze/Silver/Gold/Diamond,Pygmalien / 皮格马利翁,Property / 地产,Shield / 护盾 | EconomyRef / 经济引用 | Value / 价值,4.0,4,0,,0,,0,0,0,,0,,1,1,0,,0,,0,,0,,0,0,0,0,"[主动] 获得护盾，等量于此物品价值的1/2/3/4倍
[被动] 每天开始时，升级此物品",null,此物品的价值翻倍,减速3件物品1秒,冻结2件物品1秒,加速3件物品1秒,此物品的护盾翻倍,获得治疗，等量于此物品护盾值,造成剧毒，等量于此物品护盾值的10%,造成灼烧，等量于此物品护盾值的10%,此物品+1多重释放,此物品+50%暴击率,此物品免疫冻结、减速和摧毁,造成伤害，等量于此物品护盾
434ba656-da96-429a-9db1-c22ef271cd1f,Cool LEDs,炫光 LED,Item / 物品,Small / 小型,Bronze / 青铜,Bronze/Silver/Gold/Diamond,Dooley / 杜利,Tech / 科技,Slow / 减速,5.0,5,0,,0,,0,,0,,0,,1,1,0,,0,,0,,0,,0,0,0,0,"[主动] 减速1/2/3/4件物品1秒
[被动] 当你使用核心物品时，充能此物品1秒",null,此物品的价值翻倍,此物品的减速持续时间翻倍,冻结一件物品0.5秒,加速一件物品1秒,获得20护盾,治疗20生命值,造成2剧毒,造成2灼烧,此物品+1多重释放,己方核心+50%暴击率,此物品免疫冻结、减速和摧毁,造成20伤害
437100de-1d03-4ce2-8336-0d1cdf0b0b8f,Vat of Acid,酸液槽,Item / 物品,Large / 大型,Gold / 黄金,Gold/Diamond,Mak / 马克,,Burn / 灼烧 | Poison / 剧毒,6.0,6,0,,0,,0,,0,,0,,1,1,0,0,0,0,0,,0,,0,0,0,0,"[主动] 此物品每拥有一种类型，就造成6/9剧毒
[主动] 此物品每拥有一个类型，就造成6/9灼烧
[被动] 出售一件物品时，此物品获得该物品的类型",null,,减速3件物品2秒,冻结2件物品1秒,加速3件物品2秒,获得护盾，等量于此物品灼烧的5倍,获得治疗，等量于此物品灼烧的5倍,此物品的剧毒翻倍,此物品的灼烧翻倍,此物品+1多重释放,此物品+50%暴击率,此物品免疫冻结、减速和摧毁,造成伤害，等量于此物品灼烧的5倍
437852e0-10cc-4334-95e6-2966190baa1c,Meat Grinder,绞肉机,Item / 物品,Medium / 中型,Silver / 白银,Silver/Gold/Diamond,Jules / 朱尔斯,Tool / 工具 | Weapon / 武器,Charge / 充能 | Damage / 伤害,6.0,6/5/4,25,25/50/75,0,,0,,0,,0,,1,1,0,,0,,0,,0,,0,0,0,0,"[主动] 充能相邻食物2秒。
[被动] 当你使用相邻的食物时，造成25/50/75伤害。",null,此物品的价值翻倍,当你使用相邻食物时，减速一件物品1秒,当你使用相邻食物时，冻结一件物品0.5秒,当你使用相邻食物时，加速它1秒,当你使用相邻食物时，获得护盾，等量于此物品伤害,当你使用相邻食物时，获得治疗，等量于此物品伤害,当你使用相邻食物时，造成剧毒，等量于此物品伤害的10%,当你使用相邻食物时，造成灼烧，等量于此物品伤害的10%,此物品+1多重释放,相邻物品+30%暴击率,此物品免疫冻结、减速和摧毁,此物品的伤害翻倍
437a6ee6-741d-4119-931a-8a2662cf038e,Flame Jet Drone,火焰喷气无人机,Item / 物品,Small / 小型,Bronze / 青铜,Bronze/Silver/Gold/Diamond,Stelle / 斯黛尔,Tool / 工具 | Drone,Burn / 灼烧 | FlyingRef / 飞行引用,5.0,5,0,,0,,0,,0,,0,,1,1,4,4,0,,0,,0,,0,0,0,0,"[主动] 造成4灼烧
[被动] 当此物品开始飞行时，此物品获得4/8/12/16",null,此物品的价值翻倍,减速一件物品2秒,冻结一件物品0.5秒,加速一件物品2秒,获得护盾，等量于此物品灼烧的5倍,获得治疗，等量于此物品灼烧的5倍,造成剧毒，等量于此物品灼烧,此物品的灼烧翻倍,此物品+1多重释放,此物品+50%暴击率,此物品免疫冻结、减速和摧毁,造成伤害，等量于此物品灼烧的5倍
43c865e6-0057-44be-a598-05a21d9f55c2,Galactic Translator,银河翻译器,Item / 物品,Small / 小型,Diamond / 钻石,Diamond,Common / 通用,Tech / 科技 | Tool / 工具,EconomyRef / 经济引用,0.0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,0,0,[被动] 商人出售物品便宜1金币，收购物品多付1金币,null,,,,,,,,,,,,
44366f1e-a46b-4b41-9bf7-a1dec75bb6d6,Companion Core,伙伴核心,Item / 物品,Medium / 中型,Silver / 白银,Silver/Gold/Diamond,Dooley / 杜利,Core / 核心 | Tech / 科技 | Friend / 伙伴,Haste / 加速,6.0,6/5/4,0,,0,,0,,0,,0,,1,1,0,,0,,0,,0,,0,0,0,0,"[主动] 加速相邻物品2/3/4秒
[被动] 使用另一个伙伴时，充能此物品1秒",null,此物品的价值翻倍,减速2件物品1秒,冻结一件物品1秒,加速2件物品1秒,获得80护盾,治疗80生命值,造成8剧毒,造成8灼烧,此物品+1多重释放,己方伙伴+10%暴击率,此物品免疫冻结、减速和摧毁,己方伙伴获得20
44710a21-395d-4f78-bdaf-e562c544ae91,Grappling Hook,抓钩,Item / 物品,Small / 小型,Bronze / 青铜,Bronze/Silver/Gold/Diamond,Vanessa / 瓦内莎,Weapon / 武器 | Tool / 工具,Damage / 伤害 | Slow / 减速,7.0,7,20,20/40/80/160,0,,0,,0,,0,,1,1,0,,0,,0,,0,,0,0,0,0,"[主动] 造成20/40/80/160伤害
[主动] 减速1/2/3/4件物品1秒",null,此物品的价值翻倍,此物品的减速持续时间翻倍,冻结一件物品0.5秒,加速一件物品3秒,获得护盾，等量于此物品伤害量,获得治疗，等量于此物品伤害,造成剧毒，等量于此物品伤害的10%,造成灼烧，等量于此物品伤害的10%,此物品+1多重释放,此物品+50%暴击率,此物品免疫冻结、减速和摧毁,此物品的伤害翻倍
447c40e6-7aec-4391-8be7-df4952815d40,Sapphire,蓝宝石,Item / 物品,Small / 小型,Silver / 白银,Silver/Gold/Diamond,Mak / 马克,Relic / 遗物,Freeze / 冻结,7.0,7,0,,0,,0,,0,,0,,1,1,0,,0,,0,,0,,0,0,0,0,"[主动] 冻结1/2/3件物品1秒
[被动] 左侧相邻的冻结物品冻结持续时间延长0.5秒",null,此物品的价值翻倍,减速一件物品4秒,此物品的冻结持续时间翻倍,加速一件物品4秒,获得110护盾,治疗110生命值,造成11剧毒,造成11灼烧,此物品+1多重释放,己方物品+20%暴击率,此物品免疫冻结、减速和摧毁,造成110伤害
44a27d67-3ef2-4a5d-b38e-5d43065ae363,Korxena Crest,蔻森娜纹章,Item / 物品,Small / 小型,Silver / 白银,Silver/Gold/Diamond,Vanessa / 瓦内莎,Apparel / 服饰 | Relic / 遗物,Crit / 暴击,0.0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,0,0,[被动] 己方物品+15/25/35%暴击率,null,此物品的价值翻倍,此物品暴击时，减速一件物品1秒,此物品暴击时，冻结一件物品0.5秒,此物品暴击时，加速一件物品1秒,此物品暴击时，获得10护盾,此物品暴击时，获得10治疗,此物品暴击时，造成1剧毒,此物品暴击时，造成1灼烧,此物品的暴击率加成翻倍,此物品的暴击率加成翻倍,相邻物品受冻结和减速影响的时间减半,此物品暴击时，造成10伤害
44c8a733-c1ae-4815-88b8-070aaa45037c,Life Preserver,救生圈,Item / 物品,Medium / 中型,Bronze / 青铜,Bronze/Silver/Gold/Diamond,Vanessa / 瓦内莎,Aquatic / 水系,Shield / 护盾 | Heal / 治疗,7.0,7,0,,200,200/400/800/1600,10,10/20/40/80,0,,0,,1,1,0,,0,,0,,0,,0,0,0,0,"[主动] 获得10/20/40/80护盾
[被动] 每场战斗中首次你将被击败时，获得200/400/800/1600治疗",null,此物品的价值翻倍,减速2件物品2秒,冻结一件物品1秒,加速2件物品2秒,此物品的护盾翻倍,此物品的治疗翻倍,造成剧毒，等量于此物品护盾值的10%,造成灼烧，等量于此物品护盾值的10%,此物品+1多重释放,此物品+50%暴击率,此物品免疫冻结、减速和摧毁,造成伤害，等量于此物品护盾
